ID,Battery Capacity (in mAH),Bluetooth,Clock Speed (in GHz),Dual Sim Support,Front Camera (in MP),4G Support,Internal Memory (in GB),Mobile Depth (in cm),Mobile Weight (in g),Number of cores,Primary Camera (in MP),RAM (in MB),Talk Time (in hrs),3G Support,Touch Screen,Wifi Support,Pixel Dots,Screen Area (in sq.cm),Price Range
881,1554,No,2.7,Yes,3,Yes,47,0.7,185,5,12,509,19,Yes,No,No,436073,36,Very Low
882,1187,No,2.3,No,0,Yes,21,0.2,122,6,6,2547,5,Yes,Yes,No,241875,30,Average
883,1156,Yes,2.7,Yes,1,Yes,30,0.9,173,3,16,2735,13,Yes,No,Yes,1807785,240,Average
884,1918,No,2.8,No,1,No,22,0.3,139,1,5,1369,6,No,Yes,Yes,458343,54,Low
885,841,Yes,0.5,Yes,8,No,39,0.1,199,6,13,2942,16,No,Yes,Yes,452088,55,Average
886,730,Yes,1.3,Yes,6,No,6,0.9,167,7,10,2812,17,No,No,No,1265880,10,Average
887,878,Yes,1.3,No,13,Yes,31,0.5,153,4,18,3497,11,Yes,Yes,No,355350,63,Average
888,1059,No,0.5,Yes,0,No,50,0.7,182,8,1,619,18,No,Yes,Yes,801855,15,Very Low
889,1578,No,2.9,No,8,No,3,0.9,200,1,20,3483,16,Yes,No,No,229140,68,High
890,1829,No,1.7,No,0,No,36,0.8,112,5,1,1475,7,No,No,No,163833,44,Low
891,1132,No,1,No,0,No,8,0.1,157,1,4,1950,6,No,Yes,Yes,1410663,22,Low
892,1652,No,0.6,Yes,4,Yes,40,1,198,7,6,3592,6,Yes,No,No,381568,42,High
893,912,No,0.5,Yes,0,No,58,0.3,107,5,1,3573,20,Yes,Yes,No,284295,51,High
894,1181,No,2.3,No,12,Yes,61,0.6,116,2,16,2020,18,Yes,Yes,No,319935,0,Low
895,1497,Yes,0.7,No,5,No,32,0.7,92,3,9,1329,7,Yes,Yes,No,3711360,6,Average
896,1790,Yes,2.3,Yes,3,Yes,49,0.5,100,3,11,3568,18,Yes,No,Yes,784080,12,High
897,1742,Yes,1.6,No,3,No,49,0.8,100,1,9,1947,6,Yes,No,Yes,1665846,20,Average
898,1549,Yes,0.5,No,4,No,8,0.4,158,5,7,1998,15,Yes,Yes,No,1091594,84,Average
899,1372,Yes,2.7,No,7,No,34,0.4,193,4,17,725,20,Yes,No,No,643719,33,Very Low
900,1112,No,0.5,No,0,Yes,12,0.9,190,4,6,3302,20,Yes,Yes,Yes,869463,0,High
901,1005,No,0.5,No,0,No,46,0.4,133,8,17,3884,20,No,Yes,Yes,273856,0,High
902,783,Yes,1.7,Yes,9,Yes,27,0.3,150,6,11,1185,6,Yes,Yes,Yes,578454,60,Very Low
903,1698,No,2.5,No,10,Yes,26,0.4,105,2,18,1656,17,Yes,No,Yes,882215,15,Average
904,899,Yes,2.7,No,3,Yes,53,0.3,192,4,11,2870,10,Yes,No,Yes,1049958,304,Average
905,1062,No,1.5,No,3,No,45,0.2,151,3,4,911,9,No,No,No,1145130,28,Very Low
906,989,Yes,2,No,4,No,17,0.2,166,3,19,3892,19,Yes,Yes,No,356864,126,High
907,1983,Yes,1.2,Yes,6,Yes,27,0.6,125,1,11,3897,10,Yes,Yes,Yes,442890,120,High
908,1800,Yes,3,No,5,No,53,0.3,87,1,12,656,18,No,No,Yes,211628,140,Very Low
909,1254,No,1.7,No,0,Yes,45,0.4,146,3,3,606,2,Yes,Yes,Yes,3072876,14,Low
910,868,No,1.7,No,0,No,30,0.8,83,4,0,1653,17,Yes,No,No,283176,77,Low
911,1205,No,0.5,Yes,3,No,12,0.6,175,4,6,860,14,Yes,No,Yes,351822,14,Very Low
912,1284,Yes,2.8,Yes,0,No,10,0.9,155,2,14,2197,9,No,Yes,Yes,82560,32,Low
913,626,No,0.7,Yes,2,Yes,23,0.5,187,2,9,3458,11,Yes,No,Yes,120060,35,Average
914,1763,No,2.9,Yes,1,Yes,53,0.2,101,4,20,2066,17,Yes,Yes,Yes,111228,108,Low
915,694,Yes,1.8,Yes,15,No,36,0.4,193,4,20,3676,5,Yes,No,Yes,1209090,96,High
916,1265,No,0.6,Yes,4,Yes,49,0.5,90,1,5,1518,8,Yes,No,Yes,188925,176,Low
917,816,Yes,0.5,No,4,No,14,0.9,198,3,13,1018,15,Yes,No,No,83142,170,Very Low
918,904,No,1.8,No,3,Yes,35,0.4,168,3,4,1360,11,Yes,No,No,21294,180,Very Low
919,979,No,0.5,Yes,0,Yes,5,0.5,164,7,2,3449,14,Yes,No,No,1324310,10,High
920,1531,No,2,No,0,Yes,60,0.4,162,6,1,2524,7,Yes,No,No,478125,143,Average
921,934,No,2,Yes,2,No,30,0.7,182,8,15,703,7,No,No,Yes,619990,80,Very Low
922,1624,Yes,2.6,Yes,0,No,58,1,200,3,11,1251,18,No,Yes,Yes,2668320,52,Low
923,874,No,1.3,No,5,No,8,0.5,185,1,20,582,15,No,No,No,551616,24,Very Low
924,1027,Yes,2.2,No,0,No,63,0.8,102,5,4,1732,13,No,Yes,Yes,108528,40,Low
925,1966,No,0.8,Yes,15,Yes,48,0.2,144,1,16,1252,19,Yes,Yes,Yes,2450466,24,Average
926,1048,Yes,1.5,No,2,Yes,29,1,182,1,4,2146,2,Yes,No,No,48430,110,Low
927,1496,Yes,1.9,Yes,13,No,38,0.1,126,4,14,1927,6,No,No,Yes,253506,68,Low
928,959,Yes,1.7,No,15,No,13,0.4,155,4,16,3328,10,Yes,Yes,Yes,64032,90,Average
929,1349,Yes,2.2,Yes,5,No,55,0.1,105,7,7,2462,17,Yes,No,Yes,660312,105,Average
930,1689,Yes,2.4,Yes,0,Yes,13,0.9,168,2,9,1172,17,Yes,Yes,Yes,351154,132,Very Low
931,1558,Yes,2.4,No,0,Yes,27,0.1,146,1,1,3598,12,Yes,No,Yes,169080,18,High
932,582,No,0.5,Yes,3,No,27,0.2,168,3,10,2437,2,Yes,Yes,Yes,1398700,38,Average
933,1485,No,2.8,No,3,Yes,44,0.1,138,4,14,3271,8,Yes,Yes,No,263934,168,High
934,1991,Yes,1.8,No,11,No,9,0.7,94,3,12,1511,9,No,No,No,1034127,136,Low
935,553,No,0.5,Yes,2,Yes,23,0.5,119,3,3,2981,14,Yes,No,No,1506381,21,Average
936,1231,No,0.7,Yes,2,No,7,0.9,113,1,7,3119,15,Yes,Yes,No,71509,36,High
937,805,No,0.8,No,1,No,34,0.6,88,6,2,3647,9,Yes,No,Yes,1940956,198,High
938,764,Yes,1.2,Yes,1,No,13,1,152,8,2,3148,6,Yes,Yes,No,184471,126,Average
939,894,No,0.9,No,5,Yes,54,0.2,130,3,15,2829,13,Yes,No,Yes,56264,55,Average
940,1589,No,2.6,No,9,No,46,0.4,84,3,16,2373,20,Yes,Yes,No,580920,99,Average
941,1456,No,1.6,Yes,9,Yes,39,0.1,80,8,10,3998,13,Yes,Yes,No,1357790,18,High
942,743,No,0.5,Yes,0,Yes,33,0.3,95,2,1,316,4,Yes,No,No,2632833,190,Very Low
943,1061,Yes,2.1,No,3,Yes,52,0.1,109,7,4,999,9,Yes,Yes,No,183540,192,Very Low
944,1428,Yes,1.6,No,0,No,7,0.1,153,4,2,1808,13,No,Yes,No,574072,96,Low
945,674,Yes,2.8,Yes,0,Yes,8,0.2,93,3,0,589,4,Yes,Yes,No,579000,108,Very Low
946,832,No,1.1,No,0,Yes,46,0.3,93,6,0,3317,19,Yes,Yes,No,1120120,0,High
947,1625,Yes,0.5,Yes,2,Yes,50,0.1,107,8,17,670,8,Yes,No,No,9752,48,Very Low
948,907,No,1.4,Yes,3,No,42,0.2,151,1,16,584,6,Yes,No,No,86697,99,Very Low
949,1631,No,0.5,No,2,Yes,13,0.5,166,2,16,2173,8,Yes,Yes,No,1665600,36,Average
950,1584,Yes,1.3,No,6,No,41,0.6,135,4,15,1561,17,No,No,Yes,206560,50,Low
951,1382,Yes,0.5,No,7,Yes,13,0.3,199,2,18,2073,9,Yes,No,Yes,440028,112,Low
952,633,Yes,1.4,No,0,Yes,46,0.7,102,6,10,1401,11,Yes,Yes,No,1357735,266,Low
953,1444,Yes,2.1,No,9,No,38,0.4,104,7,16,3764,10,No,No,No,572208,126,High
954,852,Yes,1.6,Yes,6,Yes,54,0.4,147,5,7,1275,12,Yes,No,Yes,392740,91,Very Low
955,922,Yes,0.7,No,0,Yes,47,1,157,8,14,1464,12,Yes,No,Yes,2341360,68,Low
956,1745,No,1.5,Yes,4,Yes,57,0.1,159,3,16,2885,5,Yes,Yes,Yes,2220912,143,High
957,862,No,2.3,No,9,Yes,6,0.1,107,8,14,3458,9,Yes,Yes,Yes,1638933,36,High
958,1754,Yes,2.1,Yes,1,Yes,52,1,101,4,3,3019,19,Yes,No,Yes,288948,66,High
959,1008,No,2.5,No,3,No,36,1,109,1,14,1083,6,No,No,No,1626900,24,Low
960,1569,No,0.5,Yes,3,No,33,0.2,147,1,13,3538,15,Yes,No,Yes,482670,18,High
961,1596,No,2.9,Yes,7,No,7,0.7,149,2,9,2493,13,Yes,Yes,Yes,201110,168,Average
962,1807,Yes,0.5,Yes,2,Yes,61,0.1,134,6,6,3726,15,Yes,No,No,3412512,40,High
963,1660,No,2.8,Yes,4,No,7,0.8,184,1,6,1531,7,No,No,No,88540,0,Low
964,1861,Yes,0.9,No,4,Yes,55,0.5,148,7,8,601,4,Yes,No,No,3187146,35,Low
965,648,No,1.9,Yes,4,No,8,1,91,5,19,2991,4,No,No,Yes,1635543,56,Average
966,1379,No,0.5,Yes,1,No,19,0.3,134,8,17,3912,19,No,Yes,Yes,259677,22,High
967,1910,Yes,1.7,No,0,No,34,0.6,115,2,0,309,10,No,No,Yes,1264740,32,Very Low
968,1807,No,2,Yes,0,Yes,13,0.5,155,8,0,323,3,Yes,Yes,Yes,944780,27,Very Low
969,1923,No,0.5,Yes,7,No,46,0.5,191,1,10,1489,3,Yes,Yes,Yes,1349153,90,Low
970,1345,Yes,3,No,7,Yes,38,0.1,162,3,11,1322,15,Yes,No,No,750080,18,Low
971,904,No,1.6,Yes,5,Yes,14,0.2,102,8,9,1846,3,Yes,No,Yes,42560,0,Low
972,1239,No,1.2,Yes,5,Yes,52,0.9,122,2,10,417,6,Yes,No,Yes,389990,0,Very Low
973,1330,No,0.9,No,6,Yes,52,0.8,84,4,12,3269,8,Yes,Yes,No,602448,114,High
974,516,Yes,0.7,Yes,1,No,30,0.9,138,1,12,3731,15,No,No,No,87948,221,Average
975,672,Yes,0.5,Yes,0,No,54,0.9,95,4,11,667,14,No,No,No,660654,136,Very Low
976,892,Yes,0.5,No,0,Yes,47,0.4,94,1,18,1241,9,Yes,No,Yes,1167210,36,Low
977,1778,No,0.5,No,0,Yes,23,0.5,101,6,11,3941,13,Yes,No,No,1485460,114,High
978,1130,Yes,2.5,No,4,Yes,58,0.1,132,5,14,1018,16,Yes,No,No,110968,17,Very Low
979,1359,No,0.6,No,4,No,59,0.3,86,2,6,3142,17,No,Yes,Yes,3218184,57,High
980,1866,Yes,2.5,Yes,3,Yes,47,0.8,89,5,9,1444,20,Yes,No,No,637956,28,Low
981,1597,No,2.3,No,11,No,34,0.4,89,1,14,934,9,No,Yes,No,106688,160,Very Low
982,1046,Yes,2.8,Yes,0,Yes,58,0.2,100,8,0,3863,9,Yes,Yes,Yes,269360,204,High
983,1035,No,0.6,Yes,2,Yes,44,0.5,99,3,3,3506,12,Yes,Yes,No,462560,70,High
984,1175,Yes,1.3,No,2,No,19,0.3,164,7,9,1944,9,Yes,Yes,No,1216962,36,Low
985,1261,Yes,0.5,Yes,0,Yes,11,0.2,90,4,0,348,14,Yes,No,Yes,1365078,126,Very Low
986,1068,No,0.7,Yes,9,No,51,0.5,124,4,15,550,6,Yes,Yes,No,2683550,96,Very Low
987,1713,No,3,Yes,5,Yes,20,0.9,104,7,17,971,10,Yes,No,No,210930,110,Very Low
988,1688,No,2.5,No,0,Yes,21,0.2,170,7,0,3984,8,Yes,Yes,Yes,561600,238,High
989,1413,Yes,0.5,Yes,4,Yes,45,0.4,104,5,6,2973,15,Yes,No,Yes,3886306,136,High
990,559,Yes,0.5,No,10,No,11,0.4,82,5,14,2019,16,Yes,Yes,Yes,445243,40,Low
991,1483,Yes,2.6,Yes,13,No,19,0.6,146,7,19,1587,19,No,No,No,560272,36,Low
992,860,Yes,1.6,Yes,13,No,48,0.5,187,7,18,1870,18,Yes,No,No,490105,34,Low
993,1090,No,1.3,Yes,5,No,27,0.1,91,4,16,1352,11,No,Yes,No,3128580,5,Low
994,686,Yes,0.5,No,11,No,3,0.3,91,6,15,570,19,No,Yes,No,1543728,42,Very Low
995,818,No,1.3,No,14,No,43,0.9,177,6,15,546,7,Yes,Yes,Yes,56610,72,Very Low
996,1456,No,1.6,Yes,5,No,49,0.2,193,3,20,3624,16,Yes,Yes,No,1833695,132,High
997,774,No,0.5,Yes,2,Yes,10,0.5,188,2,9,2944,2,Yes,Yes,Yes,2561880,48,Average
998,1068,No,0.5,Yes,0,Yes,19,0.9,197,8,9,1209,12,Yes,Yes,No,281750,228,Very Low
999,1373,Yes,1.9,Yes,1,Yes,29,0.9,141,6,12,2752,7,Yes,Yes,Yes,1644560,30,High
1000,1777,Yes,3,No,3,No,20,0.6,188,6,5,3868,7,No,Yes,Yes,314776,5,High
1001,594,No,0.8,No,2,Yes,28,0.1,132,5,3,3087,4,Yes,Yes,Yes,1276893,64,Average
1002,1524,No,2.6,Yes,5,No,57,0.5,124,2,12,947,16,No,Yes,Yes,399415,44,Very Low
1003,511,Yes,0.6,Yes,12,No,50,0.1,175,3,16,1484,8,Yes,No,No,87080,63,Very Low
1004,1402,Yes,0.6,Yes,3,No,46,0.3,87,7,12,347,12,Yes,No,Yes,1910127,0,Very Low
1005,965,Yes,0.5,No,15,No,53,1,131,8,19,3227,8,Yes,No,No,193941,72,Average
1006,1270,Yes,2.3,No,0,No,58,0.5,104,5,1,3299,16,No,No,Yes,2594592,52,High
1007,919,No,0.5,Yes,11,No,13,0.3,159,1,15,1028,17,Yes,No,No,156750,32,Very Low
1008,1963,Yes,1,No,16,Yes,34,0.1,157,2,17,714,2,Yes,No,Yes,2059568,36,Low
1009,1977,No,1.3,Yes,2,No,31,0.4,173,8,6,2641,7,No,No,No,1552620,16,High
1010,1881,No,2.2,No,4,No,51,0.3,158,5,7,1229,14,Yes,No,No,740781,0,Low
1011,683,No,0.7,No,5,No,19,0.9,173,4,17,2622,5,No,No,Yes,1893690,48,Average
1012,772,No,2.6,Yes,7,No,6,0.1,100,2,10,929,18,No,Yes,Yes,1090011,78,Very Low
1013,536,Yes,1.4,No,0,Yes,53,0.7,135,3,0,1211,7,Yes,No,Yes,385635,150,Very Low
1014,1694,No,1.8,No,0,No,53,1,186,6,0,1653,6,Yes,No,No,1442352,35,Average
1015,1633,No,1.7,Yes,3,Yes,33,0.9,111,2,19,511,7,Yes,Yes,No,132276,0,Very Low
1016,1371,No,0.5,No,4,No,52,0.5,167,4,19,3034,8,No,No,No,312273,78,Average
1017,551,Yes,2.8,No,0,Yes,54,0.1,172,7,15,1414,19,Yes,No,Yes,323804,6,Very Low
1018,1221,No,0.5,No,1,Yes,28,0.5,139,1,7,2438,10,Yes,Yes,Yes,3744520,143,High
1019,1000,Yes,0.5,No,12,No,63,0.7,179,8,18,3744,7,No,No,Yes,2706657,11,High
1020,1986,No,2.7,Yes,3,Yes,64,0.2,162,4,20,1377,15,Yes,Yes,Yes,358720,15,Low
1021,1119,No,0.5,Yes,0,Yes,23,0.4,164,4,1,3520,7,Yes,No,No,751215,28,High
1022,1699,No,0.5,Yes,1,No,59,0.5,97,4,3,3796,12,No,Yes,Yes,823888,170,High
1023,1099,No,0.5,No,13,Yes,61,0.3,146,3,20,1699,3,Yes,Yes,Yes,430728,170,Low
1024,1576,No,2.6,No,7,No,58,0.2,90,3,16,336,13,Yes,Yes,Yes,252400,112,Very Low
1025,950,Yes,0.5,No,9,No,55,0.1,156,5,10,1095,13,No,Yes,No,652482,168,Very Low
1026,1081,Yes,2.5,Yes,13,No,49,1,99,3,17,325,6,No,No,Yes,147396,9,Very Low
1027,606,No,2.5,No,1,Yes,53,0.2,146,4,2,1223,7,Yes,No,No,535680,228,Very Low
1028,502,No,1.5,Yes,7,No,37,0.2,199,2,12,1649,14,No,Yes,No,1276050,6,Low
1029,957,Yes,0.7,No,0,Yes,4,0.1,160,2,0,1898,3,Yes,Yes,No,63916,48,Low
1030,1658,Yes,1.4,Yes,0,Yes,38,0.3,159,5,0,2609,19,Yes,No,No,37689,132,Average
1031,1681,Yes,2.5,Yes,6,No,18,0.3,167,1,7,2265,20,Yes,Yes,Yes,854250,15,Average
1032,1983,Yes,0.5,Yes,3,No,43,1,87,6,10,2775,3,No,Yes,Yes,235924,36,Average
1033,1753,No,1.2,No,8,Yes,12,0.9,113,7,17,1445,12,Yes,Yes,Yes,617265,272,Low
1034,1632,Yes,1.4,No,0,No,41,0.1,132,4,1,2614,15,Yes,No,No,1145838,20,Average
1035,1949,Yes,1.4,No,7,No,57,0.3,145,7,11,356,19,No,No,No,1120278,15,Very Low
1036,1696,No,1.7,No,1,No,13,0.9,97,3,2,523,4,No,Yes,Yes,138188,0,Very Low
1037,688,No,2.5,Yes,0,No,57,0.8,131,7,3,3745,4,No,Yes,No,836664,17,High
1038,1104,No,1.7,No,1,Yes,60,0.4,199,2,13,1229,3,Yes,Yes,Yes,922689,0,Very Low
1039,1122,No,2.8,No,0,No,28,0.6,184,3,4,1402,3,No,Yes,No,3097614,140,Low
1040,504,Yes,0.5,Yes,2,Yes,46,0.9,172,5,14,2085,8,Yes,No,No,502600,65,Low
1041,1154,No,0.5,No,12,Yes,14,0.7,156,7,14,587,4,Yes,Yes,Yes,452051,24,Very Low
1042,1727,No,2.1,No,2,Yes,63,0.6,85,7,8,2457,7,Yes,No,Yes,2914296,247,High
1043,1674,No,2.8,Yes,0,Yes,52,0.2,89,3,7,2030,6,Yes,No,No,2361368,0,Average
1044,1948,No,2.8,Yes,5,Yes,18,0.2,135,2,14,816,3,Yes,No,No,272367,32,Very Low
1045,1218,Yes,2.8,Yes,3,No,39,0.8,150,7,14,1667,12,No,No,No,1959012,0,Low
1046,531,No,1.1,No,10,No,63,0.7,189,7,14,2958,19,No,Yes,No,275935,17,Average
1047,1057,No,2.1,No,4,No,5,0.5,154,5,13,3705,13,Yes,No,No,438880,24,High
1048,576,No,1.2,No,1,No,30,0.8,162,8,5,2800,16,No,Yes,Yes,756371,66,Average
1049,1960,Yes,2.1,No,1,No,7,0.2,165,7,9,3773,6,No,Yes,Yes,761236,99,High
1050,673,Yes,1.7,Yes,3,Yes,22,0.1,88,1,5,2050,17,Yes,Yes,No,646272,14,Low
1051,718,No,0.7,Yes,0,Yes,21,0.8,88,1,7,1754,9,Yes,No,Yes,429940,187,Low
1052,864,No,1.7,No,3,Yes,35,0.3,103,3,7,1904,13,Yes,Yes,Yes,1196715,96,Low
1053,547,No,1.9,Yes,1,No,37,0.4,154,5,4,2705,10,Yes,Yes,No,200711,51,Low
1054,623,Yes,0.9,No,1,Yes,3,0.1,102,8,7,3537,3,Yes,No,Yes,3114969,208,High
1055,1793,No,0.7,Yes,11,No,27,0.4,154,5,13,1370,19,Yes,No,Yes,423092,48,Low
1056,1720,Yes,0.7,Yes,0,No,19,0.1,137,2,3,1222,7,No,No,No,264214,26,Low
1057,812,No,0.5,Yes,1,No,64,1,106,4,7,3102,2,No,No,No,45815,0,Average
1058,980,Yes,0.5,No,0,Yes,33,0.9,160,6,0,2268,4,Yes,Yes,No,1772064,35,Average
1059,643,No,1,No,9,Yes,18,0.2,187,8,12,2648,18,Yes,Yes,Yes,476918,35,Low
1060,1925,No,3,Yes,0,Yes,16,0.8,175,8,11,2173,19,Yes,Yes,No,1068521,21,Average
1061,1408,Yes,2.5,No,3,No,32,0.1,151,4,6,3162,3,Yes,No,No,859250,342,High
1062,1522,Yes,0.7,Yes,4,No,28,0.2,124,1,5,1368,17,Yes,No,Yes,1133832,70,Low
1063,587,Yes,2.5,No,16,Yes,51,0.6,111,1,17,2746,7,Yes,No,Yes,332084,40,Average
1064,1959,No,0.5,Yes,5,No,18,0.7,191,6,20,619,8,Yes,Yes,Yes,68575,28,Very Low
1065,1872,No,0.5,Yes,3,No,17,0.7,89,6,6,724,9,Yes,No,Yes,3090483,51,Low
1066,1043,Yes,0.5,No,7,No,42,0.1,111,3,8,912,6,No,Yes,No,1164216,144,Very Low
1067,1809,No,0.5,No,6,No,23,0.7,123,6,19,2784,20,Yes,Yes,Yes,719213,72,High
1068,1703,Yes,0.5,No,5,Yes,23,0.2,92,6,7,793,17,Yes,Yes,No,69814,21,Very Low
1069,1095,Yes,0.5,No,4,No,45,0.5,197,1,5,560,10,Yes,Yes,No,223213,9,Very Low
1070,1414,No,2.6,No,1,No,27,0.6,137,4,20,312,8,No,No,Yes,1257456,10,Very Low
1071,1659,Yes,2.5,No,2,No,41,0.1,88,7,18,545,9,No,Yes,Yes,1192305,0,Very Low
1072,1540,No,0.7,Yes,1,No,60,0.8,197,7,12,1591,2,Yes,No,Yes,578688,0,Low
1073,1342,No,1,No,0,Yes,31,0.6,86,7,1,2746,10,Yes,Yes,No,1623258,75,High
1074,1189,Yes,2.3,No,13,No,8,0.5,198,3,14,893,13,Yes,Yes,No,353228,54,Very Low
1075,518,Yes,2.4,No,0,Yes,62,0.6,128,6,0,2514,7,Yes,Yes,Yes,347190,192,Low
1076,1449,No,0.8,Yes,3,Yes,10,0.2,144,1,12,1032,8,Yes,Yes,Yes,2858394,0,Low
1077,516,No,1.1,Yes,0,Yes,39,0.4,91,5,7,819,10,Yes,Yes,Yes,1197855,0,Very Low
1078,1569,No,0.8,Yes,8,No,59,0.9,111,3,16,3672,15,Yes,No,Yes,1743963,30,High
1079,1312,Yes,0.8,Yes,0,No,24,0.9,156,6,0,3833,17,No,Yes,No,205965,182,High
1080,1893,Yes,0.5,Yes,1,No,23,0.1,179,8,3,1482,17,No,Yes,No,1722696,105,Average
1081,1076,No,2.5,No,3,No,14,0.2,105,5,4,2043,14,No,No,No,708500,35,Low
1082,530,Yes,2.6,No,1,No,40,0.9,118,6,2,1229,2,No,Yes,No,891620,176,Very Low
1083,1044,Yes,2.8,Yes,7,No,33,0.6,129,4,13,1816,15,Yes,No,Yes,53004,272,Low
1084,1330,No,1.1,No,11,No,37,0.7,126,7,20,2166,4,Yes,No,No,1805611,10,Average
1085,1836,No,1.1,Yes,0,No,14,0.7,104,5,1,2469,7,Yes,Yes,Yes,179424,108,Average
1086,1741,Yes,0.5,No,1,Yes,55,0.1,140,5,3,2575,7,Yes,Yes,Yes,542845,130,Average
1087,1869,No,2.6,No,0,Yes,30,0.4,152,1,13,1375,19,Yes,No,No,142462,45,Low
1088,1331,No,0.5,No,8,No,55,0.9,146,3,15,1732,11,Yes,No,Yes,1779022,12,Low
1089,1655,Yes,0.5,Yes,6,Yes,4,0.1,105,3,12,673,12,Yes,No,No,843848,30,Very Low
1090,605,No,1.5,No,9,Yes,18,0.9,162,2,14,2301,8,Yes,No,No,215824,135,Low
1091,1245,Yes,0.6,No,2,No,30,0.7,105,5,3,2676,7,Yes,No,No,473220,136,Average
1092,1709,Yes,0.8,No,8,Yes,58,0.8,136,2,10,1781,17,Yes,No,No,1235152,54,Average
1093,846,Yes,2.6,No,0,Yes,58,0.1,123,4,15,2248,13,Yes,No,No,2260620,128,Average
1094,1403,Yes,2.5,Yes,3,No,62,0.9,90,4,13,921,18,Yes,No,No,352191,182,Very Low
1095,688,Yes,1.5,No,0,No,2,1,89,3,2,391,8,Yes,Yes,Yes,235499,10,Very Low
1096,775,Yes,2.5,Yes,1,Yes,10,0.1,185,7,14,1719,18,Yes,Yes,Yes,690420,57,Low
1097,1154,No,2,No,6,Yes,35,0.8,159,5,16,3262,16,Yes,No,No,1832481,240,High
1098,1375,No,0.5,Yes,2,Yes,35,0.1,194,2,3,1947,15,Yes,Yes,Yes,175244,195,Low
1099,1827,Yes,0.8,No,4,No,61,0.9,130,7,9,2693,7,No,Yes,Yes,446292,24,High
1100,1697,No,0.5,No,0,Yes,60,0.1,90,4,0,441,11,Yes,Yes,No,92048,15,Very Low
1101,741,No,1.5,No,1,No,14,0.3,178,5,13,1886,9,Yes,Yes,Yes,198396,209,Very Low
1102,1672,Yes,0.5,Yes,13,Yes,32,0.7,174,1,20,1267,20,Yes,Yes,No,2428776,68,Low
1103,514,Yes,0.7,No,4,No,57,0.1,186,3,7,687,20,Yes,Yes,Yes,221760,0,Very Low
1104,1375,Yes,1.3,Yes,2,No,12,0.1,105,1,13,2890,12,No,No,No,1514926,17,High
1105,989,Yes,1.8,Yes,4,Yes,55,0.7,124,1,12,1737,10,Yes,No,Yes,49174,40,Low
1106,1510,Yes,2.5,Yes,11,No,47,0.7,138,2,13,887,5,No,No,No,138060,108,Very Low
1107,1266,No,2.6,No,1,No,18,0.4,86,7,2,398,3,Yes,Yes,Yes,1893265,128,Very Low
1108,1396,No,2.4,Yes,0,No,46,0.1,138,7,1,2389,15,No,No,Yes,1604277,21,Average
1109,808,No,2.3,No,3,No,45,0.8,161,1,9,3431,13,No,Yes,Yes,696424,90,High
1110,1542,No,2.3,No,1,No,43,0.8,182,2,11,3601,16,No,No,No,334236,56,High
1111,745,Yes,0.6,Yes,5,No,35,0.8,102,8,10,2459,16,Yes,Yes,No,136882,14,Low
1112,1735,Yes,1.9,Yes,0,Yes,59,0.7,148,6,0,3230,9,Yes,Yes,No,115902,6,High
1113,586,No,0.5,Yes,1,No,57,0.3,188,2,5,3646,11,Yes,Yes,Yes,1702914,60,High
1114,1341,Yes,2.1,Yes,0,No,36,0.4,107,8,1,2200,15,No,Yes,No,271502,252,Low
1115,781,Yes,1.3,Yes,1,No,64,0.2,88,2,7,3862,9,No,No,No,223376,170,High
1116,501,Yes,0.5,Yes,14,No,22,0.5,174,6,20,3077,17,No,No,No,391004,51,Average
1117,1224,Yes,1.8,Yes,2,Yes,44,0.2,139,2,9,621,14,Yes,Yes,Yes,440998,44,Very Low
1118,1970,No,1.6,Yes,11,Yes,58,0.3,80,8,19,2372,2,Yes,Yes,No,576828,168,Average
1119,618,Yes,2.2,Yes,0,Yes,63,0.9,138,2,1,2574,5,Yes,Yes,No,1519193,42,Average
1120,1537,No,2.9,No,11,Yes,46,0.8,158,4,17,2857,2,Yes,Yes,Yes,895230,238,High
1121,1018,No,2.2,No,8,No,16,0.6,153,8,10,3143,20,No,Yes,No,1421536,204,High
1122,1545,No,1.3,Yes,15,Yes,35,0.1,173,5,20,3197,6,Yes,No,Yes,155480,126,High
1123,1871,No,2.1,No,4,Yes,41,0.4,144,8,5,2727,11,Yes,No,No,540650,120,High
1124,1729,Yes,2.1,Yes,1,No,12,0.9,186,1,6,1519,5,Yes,No,Yes,543058,36,Low
1125,680,Yes,2.1,Yes,9,Yes,9,0.1,131,3,11,2438,17,Yes,No,No,2142000,28,Average
1126,1106,Yes,1.9,No,4,No,54,0.7,107,3,9,2674,9,Yes,No,Yes,744168,27,Average
1127,635,Yes,0.6,Yes,1,Yes,50,0.3,97,5,13,2107,12,Yes,No,No,190877,156,Low
1128,618,No,0.6,No,8,No,16,0.2,143,1,14,2262,4,No,Yes,No,1770210,240,Average
1129,1671,No,0.5,Yes,13,No,5,0.9,179,8,18,815,10,Yes,Yes,Yes,502674,96,Very Low
1130,1562,Yes,1.2,Yes,0,Yes,52,0.1,105,7,9,2829,3,Yes,Yes,Yes,349440,130,Average
1131,1975,Yes,1.9,Yes,2,No,31,0.9,151,1,17,3022,19,No,No,Yes,1245425,65,High
1132,831,Yes,0.7,No,2,Yes,62,0.7,134,8,9,2573,18,Yes,No,Yes,2208180,192,Average
