id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,px_area,sc_area,price_range
1037,688,0,2.5,1,0,0,57,0.8,131,7,3,3745,4,0,1,0,836664,17,4
1038,1104,0,1.7,0,1,1,60,0.4,199,2,13,1229,3,1,1,1,922689,0,1
1039,1122,0,2.8,0,0,0,28,0.6,184,3,4,1402,3,0,1,0,3097614,140,2
1040,504,1,0.5,1,2,1,46,0.9,172,5,14,2085,8,1,0,0,502600,65,2
1041,1154,0,0.5,0,12,1,14,0.7,156,7,14,587,4,1,1,1,452051,24,1
1042,1727,0,2.1,0,2,1,63,0.6,85,7,8,2457,7,1,0,1,2914296,247,4
1043,1674,0,2.8,1,0,1,52,0.2,89,3,7,2030,6,1,0,0,2361368,0,3
1044,1948,0,2.8,1,5,1,18,0.2,135,2,14,816,3,1,0,0,272367,32,1
1045,1218,1,2.8,1,3,0,39,0.8,150,7,14,1667,12,0,0,0,1959012,0,2
1046,531,0,1.1,0,10,0,63,0.7,189,7,14,2958,19,0,1,0,275935,17,3
1047,1057,0,2.1,0,4,0,5,0.5,154,5,13,3705,13,1,0,0,438880,24,4
1048,576,0,1.2,0,1,0,30,0.8,162,8,5,2800,16,0,1,1,756371,66,3
1049,1960,1,2.1,0,1,0,7,0.2,165,7,9,3773,6,0,1,1,761236,99,4
1050,673,1,1.7,1,3,1,22,0.1,88,1,5,2050,17,1,1,0,646272,14,2
1051,718,0,0.7,1,0,1,21,0.8,88,1,7,1754,9,1,0,1,429940,187,2
1052,864,0,1.7,0,3,1,35,0.3,103,3,7,1904,13,1,1,1,1196715,96,2
1053,547,0,1.9,1,1,0,37,0.4,154,5,4,2705,10,1,1,0,200711,51,2
1054,623,1,0.9,0,1,1,3,0.1,102,8,7,3537,3,1,0,1,3114969,208,4
1055,1793,0,0.7,1,11,0,27,0.4,154,5,13,1370,19,1,0,1,423092,48,2
1056,1720,1,0.7,1,0,0,19,0.1,137,2,3,1222,7,0,0,0,264214,26,2
1057,812,0,0.5,1,1,0,64,1,106,4,7,3102,2,0,0,0,45815,0,3
1058,980,1,0.5,0,0,1,33,0.9,160,6,0,2268,4,1,1,0,1772064,35,3
1059,643,0,1,0,9,1,18,0.2,187,8,12,2648,18,1,1,1,476918,35,2
1060,1925,0,3,1,0,1,16,0.8,175,8,11,2173,19,1,1,0,1068521,21,3
1061,1408,1,2.5,0,3,0,32,0.1,151,4,6,3162,3,1,0,0,859250,342,4
1062,1522,1,0.7,1,4,0,28,0.2,124,1,5,1368,17,1,0,1,1133832,70,2
1063,587,1,2.5,0,16,1,51,0.6,111,1,17,2746,7,1,0,1,332084,40,3
1064,1959,0,0.5,1,5,0,18,0.7,191,6,20,619,8,1,1,1,68575,28,1
1065,1872,0,0.5,1,3,0,17,0.7,89,6,6,724,9,1,0,1,3090483,51,2
1066,1043,1,0.5,0,7,0,42,0.1,111,3,8,912,6,0,1,0,1164216,144,1
1067,1809,0,0.5,0,6,0,23,0.7,123,6,19,2784,20,1,1,1,719213,72,4
1068,1703,1,0.5,0,5,1,23,0.2,92,6,7,793,17,1,1,0,69814,21,1
1069,1095,1,0.5,0,4,0,45,0.5,197,1,5,560,10,1,1,0,223213,9,1
1070,1414,0,2.6,0,1,0,27,0.6,137,4,20,312,8,0,0,1,1257456,10,1
1071,1659,1,2.5,0,2,0,41,0.1,88,7,18,545,9,0,1,1,1192305,0,1
1072,1540,0,0.7,1,1,0,60,0.8,197,7,12,1591,2,1,0,1,578688,0,2
1073,1342,0,1,0,0,1,31,0.6,86,7,1,2746,10,1,1,0,1623258,75,4
1074,1189,1,2.3,0,13,0,8,0.5,198,3,14,893,13,1,1,0,353228,54,1
1075,518,1,2.4,0,0,1,62,0.6,128,6,0,2514,7,1,1,1,347190,192,2
1076,1449,0,0.8,1,3,1,10,0.2,144,1,12,1032,8,1,1,1,2858394,0,2
1077,516,0,1.1,1,0,1,39,0.4,91,5,7,819,10,1,1,1,1197855,0,1
1078,1569,0,0.8,1,8,0,59,0.9,111,3,16,3672,15,1,0,1,1743963,30,4
1079,1312,1,0.8,1,0,0,24,0.9,156,6,0,3833,17,0,1,0,205965,182,4
1080,1893,1,0.5,1,1,0,23,0.1,179,8,3,1482,17,0,1,0,1722696,105,3
1081,1076,0,2.5,0,3,0,14,0.2,105,5,4,2043,14,0,0,0,708500,35,2
1082,530,1,2.6,0,1,0,40,0.9,118,6,2,1229,2,0,1,0,891620,176,1
1083,1044,1,2.8,1,7,0,33,0.6,129,4,13,1816,15,1,0,1,53004,272,2
1084,1330,0,1.1,0,11,0,37,0.7,126,7,20,2166,4,1,0,0,1805611,10,3
1085,1836,0,1.1,1,0,0,14,0.7,104,5,1,2469,7,1,1,1,179424,108,3
1086,1741,1,0.5,0,1,1,55,0.1,140,5,3,2575,7,1,1,1,542845,130,3
1087,1869,0,2.6,0,0,1,30,0.4,152,1,13,1375,19,1,0,0,142462,45,2
1088,1331,0,0.5,0,8,0,55,0.9,146,3,15,1732,11,1,0,1,1779022,12,2
1089,1655,1,0.5,1,6,1,4,0.1,105,3,12,673,12,1,0,0,843848,30,1
1090,605,0,1.5,0,9,1,18,0.9,162,2,14,2301,8,1,0,0,215824,135,2
1091,1245,1,0.6,0,2,0,30,0.7,105,5,3,2676,7,1,0,0,473220,136,3
1092,1709,1,0.8,0,8,1,58,0.8,136,2,10,1781,17,1,0,0,1235152,54,3
1093,846,1,2.6,0,0,1,58,0.1,123,4,15,2248,13,1,0,0,2260620,128,3
1094,1403,1,2.5,1,3,0,62,0.9,90,4,13,921,18,1,0,0,352191,182,1
1095,688,1,1.5,0,0,0,2,1,89,3,2,391,8,1,1,1,235499,10,1
1096,775,1,2.5,1,1,1,10,0.1,185,7,14,1719,18,1,1,1,690420,57,2
1097,1154,0,2,0,6,1,35,0.8,159,5,16,3262,16,1,0,0,1832481,240,4
1098,1375,0,0.5,1,2,1,35,0.1,194,2,3,1947,15,1,1,1,175244,195,2
1099,1827,1,0.8,0,4,0,61,0.9,130,7,9,2693,7,0,1,1,446292,24,4
1100,1697,0,0.5,0,0,1,60,0.1,90,4,0,441,11,1,1,0,92048,15,1
1101,741,0,1.5,0,1,0,14,0.3,178,5,13,1886,9,1,1,1,198396,209,1
1102,1672,1,0.5,1,13,1,32,0.7,174,1,20,1267,20,1,1,0,2428776,68,2
1103,514,1,0.7,0,4,0,57,0.1,186,3,7,687,20,1,1,1,221760,0,1
1104,1375,1,1.3,1,2,0,12,0.1,105,1,13,2890,12,0,0,0,1514926,17,4
1105,989,1,1.8,1,4,1,55,0.7,124,1,12,1737,10,1,0,1,49174,40,2
1106,1510,1,2.5,1,11,0,47,0.7,138,2,13,887,5,0,0,0,138060,108,1
1107,1266,0,2.6,0,1,0,18,0.4,86,7,2,398,3,1,1,1,1893265,128,1
1108,1396,0,2.4,1,0,0,46,0.1,138,7,1,2389,15,0,0,1,1604277,21,3
1109,808,0,2.3,0,3,0,45,0.8,161,1,9,3431,13,0,1,1,696424,90,4
1110,1542,0,2.3,0,1,0,43,0.8,182,2,11,3601,16,0,0,0,334236,56,4
1111,745,1,0.6,1,5,0,35,0.8,102,8,10,2459,16,1,1,0,136882,14,2
1112,1735,1,1.9,1,0,1,59,0.7,148,6,0,3230,9,1,1,0,115902,6,4
1113,586,0,0.5,1,1,0,57,0.3,188,2,5,3646,11,1,1,1,1702914,60,4
1114,1341,1,2.1,1,0,0,36,0.4,107,8,1,2200,15,0,1,0,271502,252,2
1115,781,1,1.3,1,1,0,64,0.2,88,2,7,3862,9,0,0,0,223376,170,4
1116,501,1,0.5,1,14,0,22,0.5,174,6,20,3077,17,0,0,0,391004,51,3
1117,1224,1,1.8,1,2,1,44,0.2,139,2,9,621,14,1,1,1,440998,44,1
1118,1970,0,1.6,1,11,1,58,0.3,80,8,19,2372,2,1,1,0,576828,168,3
1119,618,1,2.2,1,0,1,63,0.9,138,2,1,2574,5,1,1,0,1519193,42,3
1120,1537,0,2.9,0,11,1,46,0.8,158,4,17,2857,2,1,1,1,895230,238,4
1121,1018,0,2.2,0,8,0,16,0.6,153,8,10,3143,20,0,1,0,1421536,204,4
1122,1545,0,1.3,1,15,1,35,0.1,173,5,20,3197,6,1,0,1,155480,126,4
1123,1871,0,2.1,0,4,1,41,0.4,144,8,5,2727,11,1,0,0,540650,120,4
1124,1729,1,2.1,1,1,0,12,0.9,186,1,6,1519,5,1,0,1,543058,36,2
1125,680,1,2.1,1,9,1,9,0.1,131,3,11,2438,17,1,0,0,2142000,28,3
1126,1106,1,1.9,0,4,0,54,0.7,107,3,9,2674,9,1,0,1,744168,27,3
1127,635,1,0.6,1,1,1,50,0.3,97,5,13,2107,12,1,0,0,190877,156,2
1128,618,0,0.6,0,8,0,16,0.2,143,1,14,2262,4,0,1,0,1770210,240,3
1129,1671,0,0.5,1,13,0,5,0.9,179,8,18,815,10,1,1,1,502674,96,1
1130,1562,1,1.2,1,0,1,52,0.1,105,7,9,2829,3,1,1,1,349440,130,3
1131,1975,1,1.9,1,2,0,31,0.9,151,1,17,3022,19,0,0,1,1245425,65,4
1132,831,1,0.7,0,2,1,62,0.7,134,8,9,2573,18,1,0,1,2208180,192,3
1133,1524,1,1.8,1,0,0,10,0.6,174,4,1,2678,13,1,0,1,84700,80,3
1134,1528,1,1.8,1,3,1,55,0.8,129,5,6,1282,11,1,1,1,799948,99,2
1135,1447,1,2.5,1,2,0,9,0.2,155,8,16,568,8,0,0,0,1072335,132,1
1136,1344,0,1.5,0,1,0,14,0.5,190,1,3,2074,5,1,1,0,232964,8,2
1137,564,0,3,1,1,0,8,0.7,130,2,3,2227,14,1,0,1,1481661,18,2
1138,921,0,0.6,1,1,0,60,0.1,83,2,3,1080,6,0,0,1,1488319,0,1
1139,1413,1,1.7,0,2,0,10,0.2,200,6,6,2867,15,0,1,0,504284,20,3
1140,831,0,2.4,0,10,0,55,0.5,86,6,12,1075,3,1,1,0,213108,132,1
1141,802,0,0.5,1,3,0,43,0.6,153,5,6,3063,4,0,1,0,386818,221,3
1142,1923,0,1.3,0,3,0,24,1,86,4,4,2479,15,1,1,0,1104736,18,3
1143,1193,1,3,0,10,0,56,0.4,196,3,17,2394,14,1,1,0,582336,209,3
1144,904,1,1.2,1,10,1,31,0.8,112,3,11,2814,19,1,0,0,666198,39,3
1145,1285,0,2.4,0,1,1,51,1,140,7,2,2094,10,1,0,0,237500,0,2
1146,1635,0,2.6,1,0,1,2,0.6,182,4,0,2315,2,1,1,0,1705899,10,3
1147,1923,0,1,1,5,1,14,0.9,154,4,6,2519,16,1,0,1,7875,0,3
1148,1851,1,1.9,1,3,1,12,0.9,198,6,11,735,14,1,0,1,576331,42,1
1149,727,1,1.5,0,0,1,32,1,131,7,1,1891,7,1,0,1,1119501,247,2
1150,1396,0,1.5,1,0,1,44,0.1,118,6,1,1386,8,1,1,1,318839,7,2
1151,877,0,1.3,1,9,1,46,0.8,135,1,14,3260,6,1,0,0,297964,168,3
1152,696,1,2.4,0,11,1,35,0.2,103,3,13,2022,4,1,0,1,424801,154,2
1153,1009,1,1,1,2,0,2,0.6,102,8,14,1716,15,0,0,0,951216,35,2
1154,1526,0,1.1,1,2,1,38,0.3,116,5,6,3317,8,1,1,1,1131564,7,4
1155,987,0,2,1,1,0,20,0.8,192,7,3,1454,8,1,1,0,232780,33,1
1156,1414,1,2.2,1,0,1,49,0.5,101,4,1,2290,12,1,1,0,115310,0,2
1157,1732,0,0.8,0,2,0,61,0.3,172,5,3,3940,20,0,1,1,131856,187,4
1158,1587,1,0.5,0,0,0,50,0.9,148,8,15,461,4,1,0,1,261326,68,1
1159,1097,0,0.8,0,10,1,21,0.1,160,7,15,2219,12,1,0,1,1726504,90,3
1160,504,0,2.8,1,0,0,40,0.5,178,3,0,470,16,1,0,0,748070,0,1
1161,1159,0,2.7,0,13,1,28,0.2,80,8,18,2495,9,1,1,1,283878,0,3
1162,1910,0,1.4,0,0,0,29,0.6,146,7,2,2944,2,1,1,1,212787,56,3
1163,865,0,1.2,1,8,0,59,0.1,159,3,9,2361,19,1,0,1,1452220,176,3
1164,1930,1,2,0,11,0,16,0.8,186,8,12,1783,13,0,0,1,3649920,51,3
1165,860,1,1.3,1,8,1,40,0.7,170,3,13,2832,20,1,1,1,2486913,91,3
1166,1268,1,2.9,0,9,1,42,0.9,182,6,17,931,20,1,1,0,328320,55,1
1167,999,1,1.8,1,0,1,27,0.1,167,4,1,1344,5,1,0,0,14900,170,1
1168,622,0,0.7,0,0,1,9,0.3,127,2,0,3916,5,1,0,1,50078,13,3
1169,1250,1,1.4,0,8,0,44,0.2,182,7,20,1882,14,0,0,0,710733,14,2
1170,763,1,0.5,0,9,1,51,0.3,104,5,12,2865,9,1,1,1,348894,66,3
1171,1100,1,1.6,0,12,0,15,0.1,112,8,14,757,16,1,1,1,1235136,24,1
1172,815,0,2,1,4,0,51,0.3,85,6,12,3469,6,1,0,1,1267762,20,4
1173,618,1,0.5,1,2,1,57,0.2,88,3,7,2399,17,1,1,1,787584,270,2
1174,553,1,2.2,1,0,1,18,0.7,136,2,1,3300,20,1,0,0,2435004,120,4
1175,673,1,2.2,1,2,0,3,0.4,84,2,9,2719,9,1,1,1,1382923,38,3
1176,563,0,2,1,3,0,47,0.3,115,7,12,3012,15,1,0,0,144324,56,3
1177,1590,0,1.5,1,12,1,14,0.5,187,4,15,2836,4,1,0,0,1173322,30,4
1178,1031,1,2.1,1,2,1,11,0.1,121,2,9,2385,16,1,0,0,663404,77,3
1179,909,1,0.5,1,9,0,30,0.4,97,3,10,594,4,1,1,1,224170,0,1
1180,1880,0,0.5,0,0,1,7,0.6,104,4,1,2968,3,1,1,0,906910,0,4
1181,1479,1,1.8,1,0,1,24,0.1,146,6,0,3762,5,1,0,0,210915,120,4
1182,1271,0,1.5,1,0,0,2,0.9,161,1,1,892,20,0,1,0,2252880,195,2
1183,709,0,1.9,0,11,1,13,0.1,81,8,15,467,5,1,1,1,810540,187,1
1184,1744,0,2.8,0,0,1,62,0.7,158,1,0,345,14,1,0,0,967518,60,1
1185,1314,1,2.2,0,0,1,40,0.8,116,7,1,3033,17,1,1,1,609424,72,4
1186,1136,0,0.5,0,0,1,9,0.9,150,6,2,2110,16,1,0,1,2309469,45,3
1187,1039,1,2.7,0,11,0,56,0.3,125,8,13,3105,5,0,1,1,307146,112,3
1188,1300,1,0.5,0,5,0,62,0.1,156,6,7,874,10,1,1,0,227103,45,1
1189,732,1,2.3,1,7,1,39,0.6,188,7,11,3681,15,1,1,1,1807302,57,4
1190,511,0,0.7,1,1,1,52,0.7,180,2,10,3865,7,1,0,1,18216,24,3
1191,1092,1,0.5,1,10,0,11,0.5,167,3,14,737,11,0,1,0,267228,56,1
1192,921,1,2.2,1,12,1,10,0.1,170,7,18,3153,11,1,1,0,1868568,16,4
1193,1030,1,0.5,0,4,1,37,0.7,147,1,8,2800,12,1,0,1,277153,48,3
1194,1130,0,1.8,1,0,0,27,0.9,101,1,8,315,11,1,1,0,2360605,70,1
1195,1299,0,2.8,1,2,0,60,0.8,187,8,6,1412,20,0,1,1,2450054,13,2
1196,1009,1,2.8,1,7,1,2,0.6,115,7,15,2286,13,1,0,0,491547,152,3
1197,1735,0,1.8,1,16,0,34,0.1,140,2,17,2392,19,1,0,1,130524,255,3
1198,1129,1,2.8,1,0,0,49,0.5,185,2,2,1857,5,1,1,1,1154530,32,2
1199,708,0,1.9,0,0,0,26,0.3,116,7,1,1419,16,1,1,1,127720,60,1
1200,894,0,0.7,0,2,1,58,0.1,123,2,3,3305,2,1,0,0,118026,84,3
1201,530,0,2.4,0,1,0,32,0.3,88,6,20,959,6,0,1,0,48576,119,1
1202,1481,1,2,1,0,0,35,0.5,105,3,0,2635,4,1,0,1,129978,272,3
1203,1068,0,2.7,1,0,1,45,0.6,194,5,1,1754,9,1,0,1,1401565,119,2
1204,1487,0,0.5,0,6,1,57,0.7,84,3,12,2563,14,1,0,0,107520,72,3
1205,1524,0,2.5,1,11,1,41,1,96,4,20,1936,9,1,1,1,136160,0,2
1206,1093,0,1.9,1,2,1,22,0.3,196,8,14,1869,4,1,1,1,192066,40,2
1207,1816,1,1.6,1,0,0,50,0.1,186,5,2,3637,16,0,0,1,871200,77,4
1208,627,0,1.8,0,2,0,20,0.8,142,3,8,896,14,0,0,0,106977,102,1
1209,989,1,0.7,0,13,1,51,0.4,132,3,15,2349,20,1,0,1,538680,10,2
1210,1895,0,0.5,0,2,1,5,0.7,134,1,11,774,6,1,1,0,967875,60,2
1211,805,1,1.7,1,0,1,58,0.9,168,3,10,3397,2,1,0,0,125064,42,3
1212,713,1,1.6,0,7,1,2,0.4,181,8,9,485,4,1,1,1,1668758,60,1
1213,864,0,2.5,0,10,1,24,0.7,148,4,15,3964,12,1,1,0,1876836,104,4
1214,1177,0,0.9,0,1,0,11,1,181,4,7,1887,11,1,1,1,1817235,40,2
1215,582,0,0.5,0,8,0,32,0.7,107,3,11,2977,20,0,1,1,1775186,6,3
1216,1898,0,1.8,1,3,1,56,0.2,185,7,4,2114,19,1,1,1,328116,50,3
1217,1158,0,0.7,1,1,1,29,0.7,123,2,20,1542,15,1,0,1,558556,153,2
1218,1451,1,0.5,0,5,1,57,0.6,181,8,12,3038,18,1,0,1,1182272,105,4
1219,1820,1,1.4,0,5,0,51,0.9,163,7,10,2481,11,0,0,0,380568,99,3
1220,984,0,0.5,1,3,1,9,0.8,140,3,20,841,16,1,0,0,375417,270,1
1221,580,1,2.1,1,0,0,24,0.4,135,4,5,3565,8,1,0,1,362792,132,3
1222,1263,1,2,0,0,0,5,0.4,146,6,3,1958,4,1,1,1,1534986,54,3
1223,1237,0,0.5,0,2,0,27,0.1,87,8,5,2454,8,1,1,1,165222,0,3
1224,514,1,1.6,0,7,1,37,0.1,172,1,9,3392,5,1,1,1,1647188,96,4
1225,1515,0,2.6,0,0,1,56,0.9,184,3,1,262,20,1,1,0,2290734,56,1
1226,721,0,0.5,1,6,1,6,0.4,194,4,9,530,8,1,0,1,2874648,32,1
1227,603,1,2.5,1,3,0,35,0.7,126,3,16,3703,9,0,0,1,731444,13,4
1228,1426,1,2.5,0,2,1,55,0.4,109,1,7,2562,3,1,0,0,801864,5,3
1229,1820,1,1.7,1,0,1,64,0.6,161,1,3,574,18,1,1,0,2257307,20,2
1230,1215,0,1,0,4,0,16,0.1,130,4,8,2632,15,0,0,1,668742,7,3
1231,697,0,2.7,1,5,1,20,0.4,173,2,6,259,4,1,1,1,706006,72,1
1232,717,1,0.5,1,4,0,10,0.6,198,1,5,688,15,0,1,0,240002,70,1
1233,1348,1,2,1,5,0,36,0.3,145,6,6,2554,12,0,1,0,346788,19,3
1234,1164,1,2.6,1,0,0,61,0.3,88,1,6,3859,17,0,1,0,1833192,110,4
1235,578,1,0.5,0,9,1,62,0.3,170,5,13,2977,5,1,1,1,709884,180,3
1236,1971,1,0.5,1,0,0,40,0.3,186,7,19,571,17,1,1,0,447170,56,1
1237,1794,1,0.5,1,5,1,55,0.5,86,7,7,402,14,1,0,1,26961,98,1
1238,1558,1,2.5,0,2,1,32,0.1,114,5,3,878,17,1,1,1,445970,80,1
1239,1597,1,0.9,0,4,1,4,0.5,85,1,19,2130,15,1,1,0,1007600,24,3
1240,1240,0,1.6,0,0,0,39,0.1,146,2,9,3260,17,0,0,1,2653316,13,4
1241,1994,1,0.8,1,2,1,7,0.6,88,8,4,454,6,1,1,0,474237,88,1
1242,1221,0,2.3,0,7,1,35,0.4,152,7,19,2638,14,1,1,1,1452735,304,3
1243,989,1,1.6,1,11,1,24,0.6,156,8,17,2819,5,1,0,1,416906,208,3
1244,1180,1,1.2,0,5,1,50,1,144,4,20,1464,20,1,1,1,1158100,21,2
1245,718,0,2.8,0,10,0,59,0.8,113,6,13,1824,3,1,1,0,1643595,99,2
1246,1670,1,1.6,1,0,0,47,0.8,139,8,15,876,5,1,1,0,3217516,0,2
1247,534,1,2.5,0,1,1,21,0.3,164,7,9,2706,18,1,1,0,512519,35,3
1248,1566,1,0.5,1,0,0,20,0.5,126,2,0,659,13,1,1,1,3093790,126,2
1249,1935,0,0.5,0,0,1,29,0.6,124,5,9,455,6,1,0,1,693160,18,1
1250,504,1,2.8,1,2,0,54,0.4,163,2,10,2378,2,1,0,0,1857573,187,3
1251,913,0,1.7,1,1,1,41,0.3,103,1,14,2278,18,1,1,0,493064,45,2
1252,1317,0,1.8,1,2,0,43,0.5,113,5,3,3436,5,0,1,1,109727,208,4
1253,917,1,0.5,0,1,1,31,0.5,88,6,2,3424,13,1,1,0,384507,38,4
1254,712,0,2.5,1,1,0,49,0.6,99,6,3,401,10,1,0,1,1971333,0,1
1255,1083,0,1,0,6,0,52,0.9,126,2,20,681,19,1,1,1,1358825,342,1
1256,1039,0,0.6,0,5,1,6,0.1,136,6,8,3212,7,1,0,1,33728,105,3
1257,1747,0,0.5,0,4,0,13,0.7,185,6,12,3105,10,1,0,0,698400,7,4
1258,1449,1,0.5,1,0,0,52,0.6,105,6,0,2036,10,0,1,0,199817,5,2
1259,1872,1,0.5,1,14,0,49,0.2,139,7,18,3153,5,1,1,0,112509,240,4
1260,1796,0,1.6,1,5,0,7,0.1,101,4,6,1642,3,0,1,1,532266,36,2
1261,1097,0,1.4,0,0,0,60,0.8,181,1,17,509,12,1,0,0,210195,180,1
1262,1562,0,0.5,1,1,1,20,0.8,172,8,10,3465,6,1,1,0,1136328,176,4
1263,1433,1,2.3,0,8,1,27,0.9,153,7,12,3900,2,1,0,1,2672969,288,4
1264,740,0,1.8,0,1,0,12,0.2,123,1,11,1105,19,0,1,1,1072445,42,1
1265,676,0,2.2,0,1,1,39,0.2,84,1,5,2064,6,1,0,0,873504,91,2
1266,503,1,1.8,1,1,1,13,0.7,131,1,4,3117,9,1,0,1,2523560,114,4
1267,1020,0,1.5,0,13,1,7,0.7,96,3,18,1142,8,1,0,1,1403310,117,2
1268,896,0,1,1,3,1,4,0.3,111,1,4,1060,4,1,1,1,2025751,120,2
1269,1824,1,0.8,0,4,1,19,0.9,143,2,5,2381,5,1,0,0,1833590,14,3
1270,1512,0,0.6,1,1,1,54,0.4,134,3,2,3366,11,1,0,1,404360,21,4
1271,1053,0,2.9,0,7,0,42,0.9,126,6,17,1339,14,0,0,1,528359,0,1
1272,1944,1,1.8,1,0,1,31,0.8,87,4,10,2560,8,1,0,0,1513182,21,4
1273,1174,0,0.7,1,1,1,25,0.8,91,2,8,285,3,1,0,1,1602717,133,1
1274,627,1,1.6,1,3,1,12,0.2,131,7,17,2476,10,1,0,0,366093,17,2
1275,1602,0,2.7,0,4,1,46,0.6,118,1,5,1862,2,1,0,1,289926,144,2
1276,1733,1,1.5,1,4,1,6,0.9,170,1,15,3488,10,1,1,1,588230,24,4
1277,586,0,1.4,1,10,1,8,0.5,142,8,14,3178,10,1,0,1,69368,63,3
1278,1528,0,2.4,0,2,0,37,0.2,156,8,3,733,14,1,1,0,172584,0,1
1279,875,0,0.7,0,2,0,23,0.1,110,7,7,756,6,0,0,0,394800,70,1
1280,1602,0,0.6,0,12,0,58,0.4,170,1,13,3622,17,0,1,1,2198214,34,4
1281,1426,0,1.6,0,4,1,12,0.7,174,5,16,1277,5,1,0,0,2664662,126,2
1282,1370,0,1.4,0,5,1,6,0.2,158,6,8,3703,11,1,1,0,2481936,130,4
1283,609,1,0.5,0,4,1,10,0.1,81,6,6,1905,18,1,1,1,172212,48,2
1284,840,0,1.2,1,5,1,15,0.3,178,6,8,2636,6,1,1,0,908928,24,3
1285,991,0,2,0,2,1,12,0.3,158,5,6,2014,10,1,0,0,2028702,99,3
1286,1724,1,1.8,0,0,1,9,0.8,100,2,1,3056,6,1,0,0,542340,288,4
1287,584,1,1.8,0,0,1,19,0.3,168,3,0,465,4,1,1,0,1821506,96,1
1288,860,1,1.3,1,1,1,49,0.7,141,6,13,3869,20,1,1,1,677468,224,4
1289,1541,1,2.8,1,10,1,28,0.2,165,5,15,1108,7,1,0,1,837392,12,2
1290,615,1,0.5,1,7,0,58,0.5,130,5,8,1906,5,1,0,0,1999118,70,2
1291,912,1,2.8,1,6,1,46,0.4,84,4,11,851,4,1,1,1,1303450,32,1
1292,1278,1,1.2,0,10,1,60,0.6,172,7,14,3142,19,1,0,1,1870976,44,4
1293,1365,0,0.6,0,0,1,31,0.3,125,4,0,1300,13,1,0,1,284210,98,1
1294,1702,0,1,0,7,0,36,0.1,177,5,9,1430,10,0,0,0,2394440,48,3
1295,589,1,0.5,0,1,1,59,0.7,146,8,4,362,6,1,1,1,1410222,160,1
1296,1347,0,1.5,1,10,0,56,0.3,95,1,19,2456,13,1,1,1,608144,0,3
1297,1644,0,2.8,0,0,1,44,1,137,8,0,2360,19,1,0,0,283178,28,3
1298,956,0,1.9,1,1,0,42,0.1,133,7,11,3700,7,1,1,0,650442,0,4
1299,1089,0,1.4,1,10,0,2,0.1,153,7,20,2620,13,1,0,0,297299,35,3
1300,871,0,0.6,0,2,0,52,0.1,178,3,3,437,17,1,0,0,278778,98,1
1301,664,0,1.5,0,5,1,6,0.9,164,2,19,3774,18,1,0,0,1583872,55,4
1302,1874,1,0.6,0,1,0,19,0.8,192,2,9,1218,17,0,1,0,1755484,150,2
1303,1928,0,2.6,0,5,0,5,0.8,162,5,16,696,15,1,1,1,229916,168,1
1304,888,0,2.6,1,2,1,33,0.4,198,2,17,3407,20,1,0,0,550341,12,4
1305,1077,1,1.7,1,1,0,58,0.8,86,7,13,3902,3,1,0,0,255420,27,4
1306,1023,1,2.3,1,5,1,30,0.2,80,8,7,2086,19,1,1,1,8720,0,2
1307,1426,1,0.8,0,2,1,42,0.6,84,3,10,1356,16,1,0,1,831545,135,2
1308,831,0,1.7,1,7,1,26,0.7,177,5,11,1704,20,1,1,1,317331,30,1
1309,1496,1,1.3,1,0,1,6,0.5,85,3,9,3571,11,1,1,1,759267,16,4
1310,1433,1,2.3,0,2,1,5,0.1,129,5,11,2132,19,1,0,1,329280,270,2
1311,1095,1,2.6,1,0,1,44,0.7,103,4,5,3209,8,1,1,1,893308,143,4
1312,643,1,0.7,1,3,1,23,0.8,156,1,9,2096,2,1,0,0,439600,78,2
1313,1142,1,1.1,0,0,1,6,0.5,198,4,0,1273,6,1,0,0,1305074,0,2
1314,730,1,0.5,1,3,1,27,0.1,112,5,10,3623,15,1,1,0,52452,36,3
1315,1901,1,0.5,0,5,1,41,0.6,131,2,17,368,12,1,0,0,4986,5,1
1316,1510,0,0.6,1,1,0,32,0.7,135,3,8,854,10,1,0,1,1463760,16,2
1317,1924,0,2.6,0,0,1,59,0.9,136,6,0,3646,16,1,0,1,2765274,90,4
1318,1825,0,1.1,1,13,1,17,0.1,157,4,18,3130,2,1,0,1,2874033,48,4
1319,1275,1,0.5,1,3,1,5,0.2,152,1,9,3784,4,1,1,0,9519,52,4
1320,987,1,2.3,0,9,0,17,0.8,124,7,17,3885,14,1,1,0,1130038,0,4
1321,1538,1,2.3,0,6,1,13,0.2,121,7,7,1494,12,1,1,1,559062,180,2
1322,1965,1,0.5,0,4,1,29,0.5,149,5,13,2973,20,1,1,1,394784,11,4
1323,808,0,1.9,0,7,0,20,0.8,185,6,14,1471,11,0,1,0,483104,52,1
1324,712,0,0.5,0,6,0,27,0.5,86,2,11,2001,12,1,1,1,1629705,110,2
1325,1507,1,0.9,1,0,1,42,0.4,123,5,0,1486,19,1,0,0,605616,45,2
1326,912,0,0.7,0,3,0,47,0.9,182,3,6,1321,6,0,1,1,574856,14,1
1327,769,1,1.2,0,2,0,17,0.1,95,8,4,1877,11,0,0,1,2012336,36,2
1328,948,0,2.3,0,14,0,22,0.1,173,5,20,3499,19,1,1,1,425078,77,4
